County/City,Ward,Pct,"Hillary R. Clinton","Donald J. Trump","Gary Johnson","Evan McMullin","Jill Stein","All Others","Total Votes Cast"
,,,Democratic,Republican,Libertarian,Independent,Green
"Dickenson County",-,"Ab - Central Absentee Precinct",242,537,4,6,3,1,793
"Dickenson County",-,Provisional,0,0,0,0,0,0,0
"Dinwiddie County",-,"101 - White Oak",113,374,5,6,2,2,502
"Dinwiddie County",-,"102 - Rocky Run",209,582,11,7,1,2,812
"Dinwiddie County",-,"103 - Church Road",211,944,18,11,0,3,"1,187"
"Dinwiddie County",-,"201 - Rohoic",360,309,9,2,1,0,681
"Dinwiddie County",-,"202 - Sutherland",604,"1,038",25,9,4,5,"1,685"
"Dinwiddie County",-,"301 - Reams",179,333,17,3,3,0,535
"Dinwiddie County",-,"302 - New Hope",341,548,10,5,5,0,909
"Dinwiddie County",-,"303 - Little Zion",600,532,15,8,4,5,"1,164"
"Dinwiddie County",-,"401 - Dinwiddie",465,734,13,12,5,3,"1,232"
"Dinwiddie County",-,"402 - Mckenney",300,428,12,4,5,5,754
"Dinwiddie County",-,"403 - Cherry Hill",270,237,4,0,1,3,515
"Dinwiddie County",-,"501 - Edgehill",166,70,7,0,1,0,244
"Dinwiddie County",-,"502 - Chesdin","1,162",601,32,6,7,5,"1,813"
"Dinwiddie County",-,"Ab - Central Absentee Precinct",785,717,18,6,7,9,"1,542"
"Dinwiddie County",-,Provisional,0,0,0,0,0,0,0
"Emporia City",-,"101 - Precinct 1-1",292,91,1,0,1,1,386
"Emporia City",-,"201 - Precinct 2-1",240,13,0,1,0,1,255
"Emporia City",-,"301 - Precinct 3-1",156,179,8,5,2,1,351
"Emporia City",-,"401 - Precinct 4-1",246,212,1,1,3,0,463
"Emporia City",-,"501 - Precinct 5-1",229,6,2,0,2,0,239
"Emporia City",-,"601 - District 6",153,209,11,0,1,0,374
"Emporia City",-,"701 - District 7",213,79,3,1,1,1,298
"Emporia City",-,Provisional,1,0,0,0,0,0,1
"Essex County",-,"101 - Greater Tappahannock",537,503,22,7,5,7,"1,081"
